id,skills
4401791814,python
4401791814,ml
4401791814,sql
4401791814,scala
4390365522,aws
4390365522,ml
4390365522,scala
4393992207,python
4393992207,ml
4393992207,sql
4393992207,scala
4401794704,python
4401794704,ml
4401794704,sql
4401794704,scala
4401797604,python
4401797604,ml
4401797604,sql
4401797604,scala
4390688477,ml
4390688477,scala
4398594192,kafka
4398594192,spark
4398594192,golang
4398594192,sql
4364435699,aws
4364435699,ml
4390373068,aws
4390373068,ml
4390373068,scala
4390680687,ml
4390680687,scala
4364435698,aws
4364435698,ml
4364550326,aws
4364550326,ml
4399411507,aws
4399411507,ml
4399411507,scala
4399403872,aws
4399403872,ml
4399403872,scala
4385322117,golang
4385322117,python
4385322117,docker
4385322117,ml
4385322117,aws
4405872262,golang
4405872262,scala
4408003901,aws
4408003901,java
4408003901,scala
4390355906,aws
4390355906,ml
4390355906,scala
4395717472,kafka
4395717472,docker
4395717472,scala
4395717472,golang
4395717472,kubernetes
4380936401,golang
4380936401,kotlin
4380936401,scala
4404368794,golang
4404368794,kotlin
4400437367,java
4400437367,golang
4400437367,scala
4399964486,golang
4399964486,scala
4393281466,ml
4393281466,scala
4393995058,python
4393995058,ml
4393995058,sql
4393995058,scala
4408010166,golang
4408010166,kafka
4408010166,scala
4408010166,aws
4408010166,kubernetes
4407896370,golang
4407896370,kafka
4407896370,scala
4407896370,aws
4407896370,kubernetes
