id,companyName,title,seniority_score,area,location
4402068864,Itaú Unibanco,Desenvolvimento Dynamics Pleno,2,data,"São Paulo, São Paulo, Brazil (On-site)"
4390635659,Itaú Unibanco,Engenharia de Software Java/Cloud Senior,3,data,"São Paulo, São Paulo, Brazil (On-site)"
4403774407,Itaú Unibanco,Engenharia de Software Sênior Tech Lead,4,data,"São Paulo, São Paulo, Brazil (Hybrid)"
4399848499,Itaú Unibanco,Engenharia de Software Frontend Sr - Mobile (React / WebView),3,data,"São Paulo, São Paulo, Brazil (Hybrid)"
4401774602,Itaú Unibanco,Liderança de Engenharia de Software Sênior (Tech Lead),4,data,"São Paulo, São Paulo, Brazil (Hybrid)"
4400273059,Itaú Unibanco,Engenharia de Software Backend Java Sr | Agro Varejo,3,data,"São Paulo, São Paulo, Brazil (Hybrid)"
4386954912,Itaú Unibanco,Engenharia de Software Sênior - Python,1,data,"São Paulo, São Paulo, Brazil (On-site)"
4405295565,Itaú Unibanco,Engenharia de Software back-end sênior - Python,1,data,"São Paulo, São Paulo, Brazil (On-site)"
4402653783,Itaú Unibanco,Engenharia de Software Backend .Net Sr | ESI - B2B,3,data,"São Paulo, São Paulo, Brazil (Hybrid)"
4405400517,Itaú Unibanco,Pessoa Engenheira de Software Jr Exclusiva para pessoas com deficiência,1,data,"São Paulo, São Paulo, Brazil (On-site)"
4402653756,Itaú Unibanco,Engenharia de Software Backend Java Sr | Core Banking,3,data,"São Paulo, São Paulo, Brazil (Hybrid)"
4402083273,Itaú Unibanco,Desenvolvimento Dynamics Júnior,1,data,"São Paulo, São Paulo, Brazil (On-site)"
4406100706,Itaú Unibanco,Engenharia de Plataforma TI Júnior (Exclusiva para Pessoas com Deficiência),1,data,"São Paulo, São Paulo, Brazil (Hybrid)"
4405821569,Itaú Unibanco,Analista de Engenharia de TI SR,3,data,"São Paulo, São Paulo, Brazil (On-site)"
4399047911,Itaú Unibanco,ENGENHARIA PLATAFORMA TI SR - IA,3,data,"São Paulo, São Paulo, Brazil (Hybrid)"
4398358366,Itaú Unibanco,Engenharia Salesforce Sênior | ATIVOS PJ - Vaga Afirmativa para Mulheres,1,data,"São Paulo, São Paulo, Brazil (On-site)"
4402481483,Itaú Unibanco,Engenharia de Software Sênior - Java - AWS,1,data,"São Paulo, Brazil (Hybrid)"
4383318689,Nubank,Staff Software Engineer | Investments,4,data,"São Paulo, São Paulo, Brazil (Hybrid)"
4398402472,Itaú Unibanco,Salesforce Sênior - Afirmativa para Mulheres,1,backend,"São Paulo, São Paulo, Brazil (Hybrid)"
4403589024,Itaú Unibanco,Especialista de Engenharia de Software I,1,data,"São Paulo, São Paulo, Brazil (Hybrid)"
4197742008,Itaú Unibanco,Vem ser Ituber – Oportunidades direcionadas para Mulheres na Tecnologia 💪🏽,1,data,"São Paulo, São Paulo, Brazil (On-site)"
4405807921,Itaú Unibanco,Analista de Engenharia de TI SR,3,data,"São Paulo, São Paulo, Brazil (On-site)"
4335200952,Nubank,Pessoa Engenheira de Software - exclusiva para Pessoas com Deficiência,1,backend,Greater Rio de Janeiro (Hybrid)
4387890473,Nubank,Staff Software Engineer | Loyalty,4,backend,"São Paulo, São Paulo, Brazil (Hybrid)"
4399404733,Nubank,Senior Security Engineer (GRC),3,data,"Campinas, São Paulo, Brazil (Hybrid)"
4408224006,Nubank,Lead Mobile Software Engineer,4,data,Greater Rio de Janeiro (Hybrid)
4374502926,Mercado Livre Brasil,Desenvolvedora / Desenvolvedor Software Backend - Pessoa com deficiência,1,backend,"São Paulo, Brazil (Hybrid)"
4386580527,Itaú Unibanco,Desenvolvimento Back-end Sênior Kotlin - PLATAFORMAS E JORNADAS DE DAILY BANKING,1,data,"São Paulo, São Paulo, Brazil (On-site)"
4398923046,iFood,Engenheiro(a) de dados especialista,1,data,Brazil (Remote)
4403590083,iFood,Android Software Engineer Sênior (Vaga Afirmativa Para Mulheres),1,data,Brazil (Remote)
4406132261,iFood,FrontEnd Software Engineer Sênior (Afirmativa para pessoas Negras),1,data,Brazil (Remote)
4398904768,iFood,Engenheiro(a) de dados especialista,1,data,Brazil (Remote)
4380129920,Inter,SOFTWARE DEVELOPER ANALYST III,1,data,Greater Belo Horizonte (On-site)
4406136157,iFood,FrontEnd Software Engineer Sênior (Afirmativa para Mulheres),1,data,Brazil (Remote)
4403590082,iFood,Android Software Engineer Sênior (Vaga Afirmativa para Pessoas Negras),1,data,Brazil (Remote)
4403105879,iFood,Software Engineer Identity Pleno - Cybersec,2,other,Brazil (Remote)
4386540181,iFood,Software Engineer Sênior - Backend,1,backend,Brazil (Remote)
4395336848,iFood,Software Engineer Sênior - Backend,1,backend,Brazil (Remote)
4379928425,iFood,Backend Software Engineer Sênior (Vaga Afirmativa para Mulheres),1,data,Brazil (Remote)
4387349351,iFood,Backend Software Engineer Sênior (Golang),1,data,Brazil (Remote)
4404441850,iFood,Android Software Engineer Sênior,1,backend,Brazil (Remote)
4399461763,iFood,Engenheiro(a) de dados Sênior,1,data,Brazil (Remote)
4405997075,iFood,Engenheiro(a) de dados Sênior,1,data,Brazil (Remote)
4407874533,iFood,Software Engineer Senior Backend - ADS,3,backend,Brazil (Remote)
4404782872,iFood,<Elas São Tech/>  Engenharia,1,data,Brazil (Remote)
4398093241,iFood,Staff Backend Software Engineer (Vaga afirmativa para Mulheres),4,data,Brazil (Remote)
4379099609,iFood,Staff Software Engineer (Golang),4,data,Brazil (Remote)
4391759037,iFood,Senior Backend Software Engineer,3,data,Brazil (Remote)
4398083617,iFood,Staff Backend Software Engineer,4,data,Brazil (Remote)
4392932466,iFood,Staff Software Engineer - Backend,4,backend,Brazil (Remote)
4394959956,iFood,Senior Backend Software Engineer (Vaga Afirmativa Para Pessoas Negras),3,data,Brazil (Remote)
4335099841,Nubank,Senior Mobile Software Engineer,3,data,Greater Rio de Janeiro (Hybrid)
4335141401,Nubank,Pessoa Engenheira de Software - exclusiva para Pessoas com Deficiência,1,backend,"Belo Horizonte, Minas Gerais, Brazil (Hybrid)"
4335190994,Nubank,Senior Mobile Software Engineer,3,data,"Belo Horizonte, Minas Gerais, Brazil (Hybrid)"
4400652371,Nubank,Senior Staff / Principal Engineer - Digital Ecosystem,4,data,Greater Rio de Janeiro (Hybrid)
4403537647,iFood,Especialista SRE - AWS & Infraestrutura Regulada,3,data,Brazil (Remote)
4400647651,Nubank,Senior Staff / Principal Engineer - Digital Ecosystem,4,data,"Belo Horizonte, Minas Gerais, Brazil (Hybrid)"
4400652372,Nubank,Principal Software Engineer - Credit Card Core Platforms,4,data,Greater Rio de Janeiro (Hybrid)
4389406213,Nubank,Staff Software Engineer | Credit Cards,4,data,Greater Rio de Janeiro (Hybrid)
4385168102,Nubank,Staff Software Engineer,4,data,Greater Rio de Janeiro (Hybrid)
4408224007,Nubank,Lead Mobile Software Engineer,4,data,"São Paulo, São Paulo, Brazil (Hybrid)"
4381486715,Nubank,Senior Staff Software Engineer | Investments,4,data,Greater Rio de Janeiro (Hybrid)
4400639956,Nubank,Principal Software Engineer - Credit Card Core Platforms,4,data,"São Paulo, São Paulo, Brazil (Hybrid)"
4364186972,Nubank,Lead/Staff Data Scientist,4,data,"Campinas, São Paulo, Brazil (Hybrid)"
4364197061,Nubank,Lead/Staff Data Scientist,4,data,"São Paulo, São Paulo, Brazil (Hybrid)"
4408098992,Nubank,Lead Mobile Software Engineer,4,data,"Belo Horizonte, Minas Gerais, Brazil (Hybrid)"
4384515322,Nubank,Senior Staff Software Engineer - Debt Resolution,4,data,Greater Rio de Janeiro (Hybrid)
4400654309,Nubank,Senior Staff / Principal Engineer - Digital Ecosystem,4,data,"Campinas, São Paulo, Brazil (Hybrid)"
4381498284,Nubank,Senior Staff Software Engineer | Investments,4,data,"Belo Horizonte, Minas Gerais, Brazil (Hybrid)"
4407898309,Nubank,Pessoa Engenheira de Software Sênior - exclusiva para Pessoas com Deficiência,1,backend,"São Paulo, São Paulo, Brazil (Hybrid)"
4335220867,Nubank,Pessoa Engenheira de Software - exclusiva para Pessoas com Deficiência,1,backend,"Campinas, São Paulo, Brazil (Hybrid)"
4383316725,Nubank,Controllership Specialist - Treasury products accounting,1,data,"São Paulo, São Paulo, Brazil (Hybrid)"
4388209443,Nubank,Investment Products Specialist - Funds Distribution,1,data,"São Paulo, São Paulo, Brazil (Hybrid)"
4364445378,Nubank,Lead/Staff Data Scientist,4,data,"Belo Horizonte, Minas Gerais, Brazil (Hybrid)"
4405802930,Nubank,Cash Management Specialist,1,data,"São Paulo, São Paulo, Brazil (Hybrid)"
4383317721,Nubank,Staff Software Engineer | Investments,4,data,"Belo Horizonte, Minas Gerais, Brazil (Hybrid)"
4369694860,Nubank,B2B Account Specialist - Hunter,1,data,"São Paulo, São Paulo, Brazil (Hybrid)"
4365147831,Nubank,Retail Credit Risk Specialist,1,data,"São Paulo, São Paulo, Brazil (Hybrid)"
4378035993,Nubank,"Principal Engineer, Mobile Platforms",4,data,"São Paulo, São Paulo, Brazil (Hybrid)"
4389403252,Nubank,Staff Software Engineer | Credit Cards,4,data,"Belo Horizonte, Minas Gerais, Brazil (Hybrid)"
4378383603,Nubank,Lead/Staff Business Analyst,4,data,"São Paulo, São Paulo, Brazil (Hybrid)"
4387639800,Itaú Unibanco,Engenharia de Software Backend Sr Java/Kotlin | Marketplace,3,data,"São Paulo, São Paulo, Brazil (Hybrid)"
4400654310,Nubank,Principal Software Engineer - Credit Card Core Platforms,4,data,"Belo Horizonte, Minas Gerais, Brazil (Hybrid)"
4406084243,Itaú Unibanco,Engenharia de Software Sênior - Frontend,1,data,"São Paulo, Brazil (Hybrid)"
4391518409,Nubank,Media BI Specialist,1,data,"São Paulo, São Paulo, Brazil (Hybrid)"
4335111771,Nubank,Senior Mobile Software Engineer,3,data,"São Paulo, São Paulo, Brazil (Hybrid)"
4396136841,Mercado Livre Brasil,Software Engineer Backend - Platform Services Core,1,backend,Greater São Paulo Area (Hybrid)
4395879537,Mercado Livre Brasil,Senior Software Engineer - Backend,3,backend,Greater São Paulo Area (Hybrid)
4396493706,Mercado Livre Brasil,Senior Software Engineer iOS & AI-Enabled - Mercado Pago,3,backend,"São Paulo, Brazil (Hybrid)"
4402466883,Mercado Livre Brasil,Senior Software Engineer - Backend,3,data,Greater São Paulo Area (Hybrid)
4403748045,Mercado Livre Brasil,Senior Software Engineer Backend - Mercado Pago,3,backend,"São Paulo, Brazil (Hybrid)"
4398287656,Mercado Livre Brasil,Software Project Lead - Marketplace Ads,4,backend,"Osasco, São Paulo, Brazil (Hybrid)"
4396144928,Mercado Livre Brasil,Senior Software Engineer Backend - IT Post Purchase - Mercado Envios,3,data,"Osasco, São Paulo, Brazil (Hybrid)"
4400463327,Mercado Livre Brasil,Senior Software Engineer - Platform Services,3,data,Greater São Paulo Area (Hybrid)
4402892613,Mercado Livre Brasil,Senior Software Engineer Backend - CX,3,data,Greater São Paulo Area (Hybrid)
4403226072,Mercado Livre Brasil,Software Engineer Backend - Person Validation - Mercado Pago,1,data,"São Paulo, Brazil (Hybrid)"
4399075064,Mercado Livre Brasil,Software Engineer - Accounts - Mercado Pago,1,backend,"Belo Horizonte, Minas Gerais, Brazil (Hybrid)"
4403748149,Mercado Livre Brasil,Senior Full Stack Engineer - AI - Mercado Pago,3,backend,"São Paulo, São Paulo, Brazil (Hybrid)"
4405128459,Mercado Livre Brasil,Software Engineer Backend - Mercado Pago,1,backend,"São Paulo, Brazil (Hybrid)"
4400438321,Mercado Livre Brasil,Software Project Leader - B2B ,4,backend,"Florianópolis, Santa Catarina, Brazil (Hybrid)"
4400443437,Mercado Livre Brasil,Systems Engineer - Network IT,1,other,"Florianópolis, Santa Catarina, Brazil (Hybrid)"
4398843798,Mercado Livre Brasil,Software Engineer - Credits - Mercado Pago,1,data,"Rio de Janeiro, Rio de Janeiro, Brazil (Hybrid)"
4403764136,Mercado Livre Brasil,Software Engineer Backend - CX,1,data,Greater São Paulo Area (Hybrid)
4403751013,Mercado Livre Brasil,Sr Software Engineer B2B Front End Senior - IT,3,frontend,"São Paulo, Brazil (Hybrid)"
4405596237,Mercado Livre Brasil,Data Scientist Engineer - Pesquisa Operacional - Mercado Envios,1,data,"Rio de Janeiro, Rio de Janeiro, Brazil (Hybrid)"
4402823049,Mercado Livre Brasil,Senior Software Engineer - IT - Mercado Envios,3,backend,"Osasco, São Paulo, Brazil (Hybrid)"
4400467322,Mercado Livre Brasil,Senior Data Science Engineer,3,data,Greater São Paulo Area (Hybrid)
4395173067,Mercado Livre Brasil,Software Engineer - Mercado Pago,1,backend,"São Paulo, Brazil (Hybrid)"
4374277569,Inter,SOFTWARE DEVELOPER MOBILE - US Banking & Payments,1,backend,Greater Belo Horizonte (On-site)
4400552114,Inter,SOFTWARE DEVELOPER MASTER - Lifecycle,1,data,Greater Belo Horizonte (On-site)
4399284213,Inter,SOFTWARE DEVELOPER ANALYST III JAVA | CARDS,1,backend,Greater Belo Horizonte (On-site)
4406612300,Inter,SOFTWARE DEVELOPER SENIOR,3,backend,Greater Belo Horizonte (On-site)
4404388045,Inter,SOFTWARE DEVELOPER ANALYST III,1,data,Greater Belo Horizonte (On-site)
4405660714,Inter,SOFTWARE DEVELOPER SPECIALIST II - SHOPPING,1,backend,Greater Belo Horizonte (On-site)
4405441326,Inter,SOFTWARE DEVELOPER ANALYST JAVA III - International Money Transfer,1,data,Greater Belo Horizonte (On-site)
4374279579,Inter,"DEVELOPER JAVA (Pl, Sr & Spec) | Belo Horizonte",3,data,Greater Belo Horizonte (On-site)
4400611618,Inter,SOFTWARE DEVELOPER ANALYST II - SHOPPING,1,backend,Greater Belo Horizonte (On-site)
4374261839,Inter,SOFTWARE DEVELOPER MASTER | CARDS,1,data,Greater Belo Horizonte (On-site)
4406616184,Inter,SOFTWARE DEVELOPER SPECIALIST II,1,backend,Greater Belo Horizonte (On-site)
4382120574,Inter,"DEVELOPER SALESFORCE (Pl, Sr & Spec) | Recife",3,data,"Recife, Pernambuco, Brazil (On-site)"
4374277566,Inter,DATA ENGINEER CORDINATOR,1,data,"Recife, Pernambuco, Brazil (On-site)"
4374265698,Inter,DATA ENGINEER SPECIALIST (PySpark),1,data,"Recife, Pernambuco, Brazil (On-site)"
4374276622,Inter,SOFTWARE DEVELOPER ANALYST III JAVA - US Payments,1,data,Greater Belo Horizonte (On-site)
4374269715,Inter,"DEVELOPER JAVA (Pl, Sr & Spec) | Recife",3,data,"Recife, Pernambuco, Brazil (On-site)"
4374282454,Inter,SOFTWARE DEVELOPER ANALYST JAVA - Platform,1,backend,Greater Belo Horizonte (On-site)
4374275644,Inter,"DEVELOPER JAVA (Pl, Sr & Spec) | Curitiba",3,data,"Curitiba, Paraná, Brazil (On-site)"
4374280538,Inter,"DEVELOPER JAVA (Pl, Sr & Spec) | São Paulo",3,data,"São Paulo, São Paulo, Brazil (On-site)"
4405287571,Inter,Desenvolvedor Java Especialista - Time de Crédito,1,data,"Curitiba, Paraná, Brazil (On-site)"
4402564011,Inter,SOFTWARE DEVELOPER ANALYST I - DIGITAL BANK,1,other,Greater Belo Horizonte (On-site)
4374264756,Inter,DATA ENGINEER II - Data & AI Plataform,1,data,Greater Belo Horizonte (On-site)
4405412423,Inter,SOFTWARE DEVELOPER SPECIALIST I iOS - Core Mobile,1,backend,Greater Belo Horizonte (On-site)
4380933485,Inter,"DEVELOPER MOBILE IOS/ANDROID (Pl, Sr & Spec) | Recife",3,backend,"Recife, Pernambuco, Brazil (On-site)"
4404352950,Inter,Desenvolvedor Especialista II – Backend Java (Core Banking),1,backend,Greater Belo Horizonte (On-site)
4385123489,Inter,SOFTWARE DEVELOPER ANALYST II - MOBILE,1,backend,Greater Belo Horizonte (On-site)
4393972942,Nubank,Pessoa Business Analyst - exclusiva para Pessoas com Deficiência,1,data,"Campinas, São Paulo, Brazil (Hybrid)"
4401342264,Inter,Desenvolvedor Mobile iOS Sênior,1,backend,Greater Belo Horizonte (On-site)
4405267956,Inter,Desenvolvedor Java Especialista - Time de Crédito,1,data,Greater Belo Horizonte (On-site)
4393275691,Nubank,Lead IT Engineer - Service Management,4,data,"São Paulo, São Paulo, Brazil (Hybrid)"
4390683660,Nubank,Senior IT Engineer – Global Offices Network,3,data,"Belo Horizonte, Minas Gerais, Brazil (Hybrid)"
4393276557,Nubank,Lead IT Engineer - Service Management,4,data,Greater Rio de Janeiro (Hybrid)
4401791814,Nubank,Senior Business Analyst,3,data,"Belo Horizonte, Minas Gerais, Brazil (Hybrid)"
4390365522,Nubank,Lead Security Engineer (GRC),4,data,"Belo Horizonte, Minas Gerais, Brazil (Hybrid)"
4393992207,Nubank,Pessoa Business Analyst - exclusiva para Pessoas com Deficiência,1,data,"São Paulo, São Paulo, Brazil (Hybrid)"
4401794704,Nubank,Senior Business Analyst,3,data,"São Paulo, São Paulo, Brazil (Hybrid)"
4401797604,Nubank,Senior Business Analyst,3,data,"Campinas, São Paulo, Brazil (Hybrid)"
4390688477,Nubank,Senior IT Engineer – Global Offices Network,3,data,"Campinas, São Paulo, Brazil (Hybrid)"
4398594192,Inter,DATA ENGINEER SPECIALIST II,1,data,Greater Belo Horizonte (On-site)
4364435699,Nubank,Lead/Staff Machine Learning Engineer,4,data,"Campinas, São Paulo, Brazil (Hybrid)"
4390373068,Nubank,Lead Security Engineer (GRC),4,data,Greater Rio de Janeiro (Hybrid)
4390680687,Nubank,Senior IT Engineer – Global Offices Network,3,data,Greater Rio de Janeiro (Hybrid)
4364435698,Nubank,Lead/Staff Machine Learning Engineer,4,data,"Belo Horizonte, Minas Gerais, Brazil (Hybrid)"
4364550326,Nubank,Lead/Staff Machine Learning Engineer,4,data,"São Paulo, São Paulo, Brazil (Hybrid)"
4399411507,Nubank,Senior Security Engineer (GRC),3,data,"Belo Horizonte, Minas Gerais, Brazil (Hybrid)"
4399403872,Nubank,Senior Security Engineer (GRC),3,data,Greater Rio de Janeiro (Hybrid)
4385322117,Itaú Unibanco,Especialista de Engenharia de Software I,1,data,"São Paulo, São Paulo, Brazil (On-site)"
4405872262,Inter,SOFTWARE DEVELOPER SPECIALIST II iOS - Components,1,data,Greater Belo Horizonte (On-site)
4408003901,Inter,QA Engineer - Channels,1,backend,Greater Belo Horizonte (On-site)
4390355906,Nubank,Lead Security Engineer (GRC),4,data,"Campinas, São Paulo, Brazil (Hybrid)"
4395717472,Inter,SOFTWARE DEVELOPER ANALYST .NET - Customer Intelligence,1,backend,Greater Belo Horizonte (On-site)
4380936401,Inter,"DEVELOPER MOBILE IOS/ANDROID (Pl, Sr & Spec) | Curitiba",3,backend,"Curitiba, Paraná, Brazil (On-site)"
4404368794,Inter,SOFTWARE DEVELOPER ANALYST MOBILE II - LIFECYCLE,1,backend,Greater Belo Horizonte (On-site)
4400437367,Mercado Livre Brasil,Sr Software Engineer - First Party ,3,backend,"São Paulo, Brazil (Hybrid)"
4399964486,Mercado Livre Brasil,Software Technical Leader - Android - Mercado Pago,4,other,"São Paulo, Brazil (Hybrid)"
4393281466,Nubank,Lead IT Engineer - Service Management,4,data,"Belo Horizonte, Minas Gerais, Brazil (Hybrid)"
4393995058,Nubank,Pessoa Business Analyst - exclusiva para Pessoas com Deficiência,1,data,"Belo Horizonte, Minas Gerais, Brazil (Hybrid)"
4408010166,Nubank,Pessoa Engenheira de Software Sênior - exclusiva para Pessoas com Deficiência,1,backend,Greater Rio de Janeiro (Hybrid)
4407896370,Nubank,Pessoa Engenheira de Software Sênior - exclusiva para Pessoas com Deficiência,1,backend,"Belo Horizonte, Minas Gerais, Brazil (Hybrid)"
